"In a dying act of defiance, Polish dancer and Holocaust victim Franceska Mann shot and killed SS officer Josef Schillinger.";mostly true
"Dairy Queen is hosting 'Free Cone Day' on 20 March 2017.";mostly true
"The New York Times contradicted their 20 January 2017 report about wire tapping in an article entitled ""Trump, Offering No Evidence, Says Obama Tapped His Phones.""";FALSE
"Is the GOP's Obamacare Replacement Called 'World's Greatest Healthcare Plan of 2017'?";mostly false
"Left-handed people die younger than right-handed people.";False
"Newly installed U.S. Secretary of Education Betsy DeVos stipulated that ""all history books will contain only the information that can also be found in the Christian Bible.""";False
"House speaker Paul Ryan asserted that women who use birth control are committing murder.";FALSE
"The first ""radioactive salmon"" attributed to the Fukushima nuclear disaster have been found in British Columbia, Canada, posing a risk to human health.";Mixture
"Actors Robert Redford and Meryl Streep are married to each other (or planning to be).";false
"A photograph shows Barack Obama sitting with Malcolm X and Martin Luther King, Jr.";FALSE
"Reggae musician Buju Banton killed himself in prison.";FALSE
"Legislation introduced by Republicans during President Trump's first two months in office included bills to: terminate the Environmental Protection Agency; redistribute federal school funding via voucher programs; terminate the Dept. of Education; repeal a wildlife protection rule; repeal the Affordable Care Act; defund Planned Parenthood; establish a national right-to-work law; strip federal funds from sanctuary cities; criminalize abortion; and place new sanctions on Iran.";Mostly True
"Over-the-counter painkiller paracetamol is contaminated with the Machupo virus and should be avoided.";false
"122 detainees released from confinement at Guantanamo Bay under President Obama have re-engaged in terrorist activities.";mostly false
"The FBI has issued an arrest warrant for Barack Obama over charges of illegal wiretapping.";false
"A Japanese man was found dead months after being crushed by huge pile of pornography.";FALSE
"President Trump tweeted that Native Americans should be deported back to India.";FALSE
"";
"";false
"Under certain conditions, lionesses can grow manes and develop ""masculine behavior"".";True
"Ruth Bader Ginsburg has resigned her U.S. Supreme Court seat and moved to New Zealand.";FALSE
"President Trump’s grandfather Friedrich unsuccessfully petitioned the government of Bavaria (now southeast Germany) not to deport him and his family.";True
"A Florida drug trafficker pardoned by President Obama was re-arrested three months later for the murder of his girlfriend.";false
"A 'Harry Potter Dementor' figure was photographed above a shopping center in Zambia.";FALSE
"Photographs depict signs marking the sites of ""future internment camps"" authorized by President Trump's executive order. <BR>";false
"NBC's long-running 'Saturday Night Live' has been cancelled due to low ratings.";FALSE
"Albert Einstein said ""I fear the day that technology will surpass our human interaction. The world will have a generation of idiots.""";False
"Comedian Tommy Chong of 'Cheech and Chong' fame passed away in February 2017.";FALSE
"A photograph shows a baseball stadium repurposed as a residential neighborhood.";MIXTURE
"Ivana Trump claimed her famous ex-husband Donald is addicted to penile enhancement pills.";false
"Vice President Mike Pence is creating a 'Department of Anti-Witchcraft' to safeguard religious liberty.";FALSE
"";
"An image shows two Disney animated characters sharing the studio's first same-sex kiss.";MIXTURE
"In March 2017, President Trump signed an executive order allocating payments of more than $4,000 to everyone over 65.";false
"A napping morgue worker in Texas was accidentally cremated by a coworker.";false
"Comedian Amy Schumer was arrested at the 2017 Academy Awards for threatening during the live television broadcast to harm President Trump.";false
"Barack and Michelle Obama have filed for divorce in Illinois.";FALSE
"Saudi scientists announced that theyhad determined women were mammals but not humans.";false
"Media giant Time Warner declined to renew CNN's contract.";FALSE
"Whoopi Goldberg said that ""military widows love their 15 minutes in the spotlight.""";FALSE
"Two intelligence agencies suspect that President Donald Trump's cell phone is the source of recently leaked information.";FALSE
"Target's stock crashed because of its transgender bathroom policy.";false
"There is a demonstrable link between marijuana legalization and an increase in violent crime.";False
"Several brands of baby wipes available in the U.S. were recalled in 2017 because they pose a risk of serious infection.";false
"President Trump's sons were detained at a Canadian airport due to their alleged ties to a ""fascist dictator.""";false
"A photograph shows a red blood cell on the tip of a needle.";mixture
"The United States Holocaust Memorial Museum in Washington, D.C. has a display listIng off ""early warning signs"" of an encroaching fascist government.";mixture
"During pregnancy, if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.";Mostly True
"";
"A 7-year-old girl was flown to China to receive breast implants for her birthday.";FALSE
"Democrats Bernie Sanders, Keith Ellison, Debbie Wasserman Schultz, and Nancy Pelosi refused to stand and clap for Navy SEAL widow Carryn Owens during a presidential speech.";false
"President Trump has signed a bill lowering the age of sexual consent to 13.";false
"Due to a shortage of men, Iceland will pay $5,000 per month to immigrants who marry Icelandic women.";False
"Pope Francis said that it was 'better to be an atheist than a bad Catholic.'";mixture
"Trump strategist Stephen Bannon defended spousal abuse with the statement, ""Nobody can blame you for beating your wife if it's out of love.""";False
"Sweden was ""rocked"" by a massive terrorist attack in February 2017.";false
"";false
"In the first 45 days of 2017, 179 children went missing in the state of Indiana.";mixture
"Children who watch at least 30 minutes of “Peppa Pig” per day have a 56 percent higher probability of developing autism.";False
"The ""Blue Whale"" suicide game has been responsible for more than 130 suicides in Russia.";unproven
"A lack of media attention regarding a $12 billion reduction to the national debt during President Trump’s first month in office is attributable to biased news coverage.";mixture
"Seth Rogen, Bette Midler, and other Hollywood ""liberal heroes"" were arrested during an Oscar party drug raid.";FALSE
"A new ""finger chop"" challenge is spreading on social media in protest of President Trump.";false
"George Soros was arrested and charged with hate crimes against America.";FALSE
"";
"Republican U.S. representatives implemented a new rule that shields them from prosecution.";mixture
"The U.S.'s leading group of pediatricians issued a strong statement condemning tolerance of gender dysphoria in children.";Mostly False
"A man died in a meth lab explosion after attempting to light his own flatulence.";FALSE
"John Hagee, founder of the Cornerstone Church, wants to prosecute women for saying God's name during intercourse.";false
"A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can alter your DNA.";False
"The Supreme Court has advanced a motion seeking to overturn the results of the 2016 due to purported Russian interference, indicating likelihood it will be heard.";Mixture
"Two Democratic Party congressmen were arrested for ""plotting to murder the president.""";FALSE
"A teenager known as the ""Catch Me Outside Girl"" due to an appearance on the 'Dr Phil Show' was arrested for prostitution.";FALSE
"Thousands of Marines applied for White House detail after Trump became president, and none applied during President Obama's 8 years in office.";UNPROVEN
"John McCain solicited campaign contributions from Russia.";mostly false
"Policies that legalize recreational marijuana exacerbate America’s opioid addiction epidemic.";Unproven
"An audio recording features CNN anchor Jake Tapper using racial slurs.";FALSE
"Parents in Texas found a codeine tablet in a sealed canister of Gerber Puffs.";undetermined
"Actor Bill Murray said in order to teach children about taxes, eat their ice cream.";false
"President Trump played golf six times during his first month in office despite frequently criticizing his predecessor's golfing habits.";MOSTLY TRUE
"Actor Andrew Lincoln died in a car crash in February 2017.";false
"Tucker Carlson hired an actor to play a protest organizer on his Fox News program.";false
"";
"President Donald Trump signed an executive order that bars undocumented people from receiving welfare.";FALSE
"A new tactic used by abductors and carjackers is to leave a shirt on a windshield to lure women out of their cars.";false
"A photograph clearly shows White House advisor Stephen Miller using a hand gesture that means ""white power.""";false
"A photograph show Ivanka Trump with Vladimir Putin and Wendi Murdoch.";FALSE
"President Trump has signed visa-free travel policies for residents of a number of different countries.";false
"President Trump signed an executive order cutting off welfare to ""deadbeats, drug addicts and scam artists.""";false
"Televangelist Pat Robertson said ""staring"" at First Lady Melania Trump could ""cure gays.""";false
"A 2016 bill before the Kentucky legislature would have required men to get their wives' permission before obtaining a prescription for Viagra or other erectile dysfunction drug.";True
"U.S. President George Washington had wooden teeth.";False
"A photograph shows an island that is shaped like a violin in Costa Rica.";FALSE
"Ben Carson said that illegal immigrants who get caught voting should be stripped of citizenship.";mostly true
"A photograph showing Magic Johnson with Jack Nicholson, Michael Jackson, Madonna, and several other celebrities walking into the NBA Playoffs.";FALSE
"President Lyndon B. Johnson sent a letter to the Smothers Brothers for making Americans laugh by mocking him on their show.";true
"A photograph shows a Starbucks with an welcome mat featuring a picture of President Trump on its floor.";FALSE
"Senator John McCain and Rep. Maxine Waters fell for prank phone calls by Russian hackers.";undetermined
"A video shows a woman named Acesha Bright committing Murder.";FALSE
"";
"Coca-Cola issued a recall of Dasani water products after a clear parasite was found in bottles across the United States.";FALSE
"A federal judge ruling in a defamation suit declared that CNN was ""fake news.""";mostly false
"A bill introduced to the Tennessee General Assembly classifies children born from artificial insemination as illegitimate.";Mixture
"President Donald Trump is billing Michelle Obama for buying yachts, furniture, and other items while she was First Lady.";FALSE
"Former President Barack Obama is ""commanding"" an army of anti-Trump protesters from his home near the White House.";false
"Congress passed a law that makes it legal for mentally impaired people to purchase a gun?";Mixture
"Rep. Jason Chaffetz is investigating a PBS show instead of President Donald Trump's alleged Russian connections";UNPROVEN"
"The state of California ignored structural issues with the Oroville dam and paid for programs to benefit undocumented people instead.";mostly false
"During the Watergate scandal, President Nixon blamed all of the controversy on the illegality of the actions of leaker ""Deep Throat.""";false
"A video shows federal troops in armored vehicles patrolling the streets of Chicago on President Trump's orders.";FALSE
"'Family Matters' star Reginald VelJohnson died of a heart attack in February 2017.";false
"Massaging olive oil into breast skin and tissue can prevent and reverse ""sagging.""";unproven
"Peanut oil is secretly present in childhood vaccines and flu shots.";False
"At least one state banned Valentine's Day at schools because it is offensive to Muslims.";false
"";
"Retail chain Nordstrom filed for Chapter 11 bankruptcy after Scott Baio boycotts.";false
"Ben & Jerry's created an ""ImPeachMint"" flavored ice cream for President Donald Trump.";FALSE
"The process to impeach President Trump has begun.";false
"Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.";FALSE
"The English word ""trumpery,"" which derives from a French word meaning ""to deceive,"" is defined in the dictionary as ""showy but worthless.""";True
"A video shows a Muslim refugees rioting and taking over an area in France.";MOSTLY FALSE
"President Trump tweeted on 14 February 2017 that Betsy DeVos was correct in suggesting disabled students are disruptive in the classroom.";false
"President Trump announced a ""stimulus bonus of $612"" for every ""deserving"" American adult and child.";false
"A Russian spy ship has been spotted off the east coast of the United States.";true
"Betsy DeVos said that a 40 percent approval rating meant that President Trump had the support of more than half the country.";FALSE
"Publishing ""copy and paste"" and ""don't share"" status messages on Facebook leave users vulnerable to hacking.";false
"President Trump sent former President Obama a bill for vacations he took with taxpayer money.";FALSE
"President Trump announced intent to ban ""full face"" veils in public places, an act presumably targeting Muslim women.";false
"Burger King has introduced a new ""adult meal"" for Valentine's Day that includes a sex toy.";mixture
"The United States is deporting military veterans.";TRUE
"President Donald Trump was overheard referring to Canadian Prime Minister Justin Trudeau as the ""leader of the igloo people.""";FALSE
"Adolf Hitler said that the only way that the Nazi party could have been stopped was if it were destroyed in its infancy.";MOSTLY TRUE
"";
"SpaceX will be transporting a potentially deadly pathogen to the International Space Station as part of their next launch.";True
"Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.";False
"Donald Trump was spotted at a Swiss resort with Vladimir Putin before the 2016 election.";false
"Former president George H.W. Bush passed away on 11 February 2017.";FALSE
"President Trump refused to give federal support to California due to state's sanctuary cities.";FALSE
"A record number of people were deported from the U.S. during Barack Obama's tenure as President.";mixture
"CBP seized the phone of American-born JPL scientist Sidd Bikkannavar and demanded access to its stored data.";undetermined
"Massive anti-immigrant demonstrations in Poland were ignored by news media in Europe.";mostly false
"A gruesome photograph of a shredded hand depicts a ""new punishment for reading the Bible"" in Saudi Arabia.";False
"Bruce Springsteen wrote an open letter apologizing for letting Donald Trump become president.";false
"Planned Parenthood enforces ""abortion quotas"" and rewards well-performing employees for promoting abortion services.";unproven
"Eighty percent of the Ninth Circuit Court of Appeals' decisions are overturned by the Supreme Court.";mixture
"Donald Trump's father, Fred Trump, ran a mayoral campaign advertisement called 'Dope Man' in 1969.";FALSE
"Decorated Vermont state trooper Arcot Ramathorn, an Iraqi Muslim, would be denied entry under proposed U.S. travel restrictions.";false
"";
"The government is eliminating a subsidy that helps diabetics acquire blood glucose test strips.";Mostly false
"A video shows Coretta Scott King thanking Jeff Sessions during her remarks at the dedication of the Rosa Parks Library.";MOSTLY FALSE
"The Secret Service has launched an ""emotional protection"" unit for President Trump.";false
"President Trump has established English as the official language of the United States.";FALSE
"ISIS murdered 250 children by putting them into a dough kneader.";unproven
"President Donald Trump banned ""Sharia Law"" in the United States.";FALSE
"Thousands of Muslims voluntarily left the United States after Donald Trump was elected president.";mixture
"President Trump fired longtime White House butler Cecil Gaines for disobedience.";FALSE
"Education Secretary Betsy DeVos ordered that all classroom globes be flattened.";false
"Lunar eclipses happen only during full moons.";True
"As of February 2017, the U.S. murder rate was the highest it had been in 47 years.";False
"A President Trump supporter kicked a Muslim woman in the stomach and killed her unborn twins.";MIXTURE
"Betsy DeVos and her family contributed millions of dollars to the campaigns of Republican candidates.";TRUE
"Amazon's Alexa ordered an expensive dollhouse after a child asked the device to play with her, and a news report on the incident triggered several dozen more unwanted orders.";unproven
"A new Arkansas law allows rapists to sue their victims to stop an abortion.";false
"A woman named Cassidy Boon is suing the man who saved her from drowning, claiming he raped her.";False
"'The Simpsons' predicted President Donald Trump's death and showed him lying in a coffin.";FALSE
"";
"President Trump signed an Executive Order banning childhood vaccinations for 90 days.";false
"Vice President Mike Pence openly lamented God never asked him to sacrifice one of his children, but he was prepared in the event that a sacrifice of a grandchild was requested of him.";false
"Evolution Fresh brand cold-pressed juices and smoothies are 'poison.'";false
"A photograph shows a young Mike Pence with his chest exposed.";FALSE
"John Lennon said in 1981 that the ""only way out of the messes we've created"" is to elect a businessman.";false
"Tom Brady flashed his middle finger while being presented with the 2017 Super Bowl MVP trophy.";FALSE
"An image macro accurately compares the remarks of President Trump and former President Obama at National Prayer Breakfasts.";MIXTURE
"A damaged nuclear reactor at Fukushima Daiichi is about to fall into the ocean.";false
"The Simpsons correctly predicted various incidents that took place during Super Bowl LI.";MIXTURE
"A video shows Anderson Cooper laughing uncontrollably after Kellyanne Conway used the phrase ""alternative facts.""";FALSE
"Stephen Colbert and Rachel Maddow are organizing a 'Fire The Fool' rally against President Trump.";MOSTLY FALSE
"Green Card holders are being illegally registered to vote without their knowledge or consent in order to create legal grounds for their deportation.";mostly false
"A 1940's Dr. Seuss political cartoon criticized Americans for not caring about the deaths of foreign children.";true
"";
"Studies have proved that having an abortion increases a woman's risk of developing breast cancer.";False
"Steve Bannon once described himself a ""Leninist"" who wanted to destroy the state.";UNPROVEN
"Dwayne ""The Rock"" Johnson has announced a presidential bid.";FALSE
"President Trump's White House dress code includes a requirement women wear dresses.";unproven
"A massive disc-shaped UFO was spotted in Malaysia.";false
"White House staff disabled routine recording of a January 2017 phone call between Vladimir Putin and Donald Trump.";unproven
"A vintage advertisement features a young boy eating a stick of butter.";FALSE
"President Trump signed an executive order naming himself winner of the popular vote.";false
"Neil Gorsuch called for the ""advancement of the white race"" and segregation in a 2012 statement.";FALSE
"President Trump lifted sanctions against Russia as a ""gift"" to Putin.";mostly false
"In 2016, Senate Majority Leader Mitch McConnell said: ""One of my proudest moments was when I told Obama, 'You will not fill this Supreme Court vacancy,'"" and in 2017, he said, ""Apparently there's yet a new standard now, which is not to confirm a Supreme Court nominee at all. I think that's something the American people simply will not tolerate.""";True
"President Trump has removed white supremacists from the goverment's terror watch list.";unproven
"Supreme Court nominee Neil Gorsuch founded a 'Fascism Forever' club at Georgetown Prep and made white separatist/anti-Semitic statements.";false
"Providing security for First Lady Melania Trump in New York City would cost double the amount it takes to fund the National Endowment for the Arts";UNPROVEN
"President Trump changed the name of Black History Month to African-American History Month.";mostly FALSE
"A man named Caleb Lee asked for a military discount and was berated by a Pizza Hut manager for his purported sense of entitlement.";false
"An Image depicts a five-year-old Syrian girl in handcuffs at Dulles Airport.";mixture
"";
"CAIR leader Mustafaa Carroll said that Muslims are above the law of the land and Sharia law supersedes the U.S. constitution";MIXTURE
"The mainstream media suppressed video of a massive march in which Muslims chanted ""death to America.""";False
"An image depicts burning tents at a Dakota Access Pipeline protest camp at Standing Rock.";false
"Donald Trump signed an executive order naming climate change as a threat ""both to the economy and national security.""";FALSE
"An academic study cited by conservative news organizations and the Trump administration proved that Hillary Clinton received more than 800,000 non-citizen votes in the 2016 presidential election.";False
"President Trump filed for re-election early, which means non-profits can't criticize him without losing their tax-exempt status.";false
"Judge Neil Gorsuch was unanimously confirmed to the 10th Circuit Court of Appeals in 2006.";TRUE
"President Trump signed an Executive Order prohibiting ER visits for patients complaining solely of a cold.";false
"President Trump replaced a White House portrait of George Washington with a painting of Vigo the Carpathian.";false
"A photograph shows a small boy who was handcuffed at Dulles Airport due to temporary immigration restrictions implemented in January 2017.";false
"Facebook pop-up windows are warning that the Department of Homeland Security (acting under a bill known as CISPA) is forwarding entire Facebook histories of Standing Rock protesters to the Federal Bureau of Investigation.";false
"Neil Gorsuch quoted Henry Kissinger in his Columbial University yearbook entry.";TRUE
"A chart documents that nationals from the seven countries included in President Trump's U.S. entry restriction have not killed any American citizens since 1975.";mixture
"Boston-based history professor Heather Richardson surmised President Trump's Executive Order on immigration was a ""shock event.""";Correctly Attributed
"Queen Elizabeth asserted she has the legal authority to kill President Trump with a sword should he enter Buckingham Palace.";false
"President Trump needs Senate confirmation in order for Steve Bannon to sit on the National Security Council.";unproven
"Donald Trump's executive order restricting U.S. travel from predominantly-Muslim nations does not include countries where he has business interests.";TRUE
"Starbucks offered free drink upgrades to customers who provided the name ""Aloha Snackbar"" to their baristas.";FALSE
"";
"A photograph shows Melania Trump's grandmother, Olga Orlif, who was a Soviet Soldier in World War II.";FALSE
"As a result of President Trump's January 2017 executive order on immigration, an Islamic State leader was captured at a New York airport.";false
"President Obama banned immigration from Iraq for six months in 2011, but the media buried the story.";mostly false
"President Trump plans to make it illegal to be transgender.";false
"President Donald Trump criticized Prime Minister Justin Trudeau for excessive Facebook usage.";false
"Top advisers to President Trump believe he is misleading them about being blackmailed by Russia.";unproven
"President Donald Trump changed the constitution to read ""citizens"" instead of ""persons.""";MOSTLY FALSE
"NASA now says that burning fossil fuels cools the planet.";False
"Mary Anne MacLeod, President Donald Trump’s mother, illegally immigrated to the United States in 1929.";Unproven
"KellyAnne Conway said that being labelled racist is a small price to pay for making the country ""great again.""";FALSE
"President Trump's executive order limiting travel and immigration from certain countries was made possible under a bill signed into law by President Obama in 2015.";mixture
"Donald Trump's presidential campaign unveiled a new logo that resembles a swastika.";false
"An NPR study determined that 25 million fraudulent votes had been cast for Hillary Clinton in the 2016 presidential election.";false
"President Trump has ordered the construction of concentration camps in the U.S.";MIXTURE
"White House Press Secretary Sean Spicer retweeted a satirical item from 'The Onion'  about himself.";true
"Pope Francis condemned Donald Trump for issuing a temporary travel ban in January 2017.";mostly false
"A photograph shows Canadian Prime Minister Justin Trudeau watering a tree in the rain.";FALSE
"";
"Mike Pence tweeted that calls to ban Muslims from entering the U.S. are ""offensive and unconstitutional.""";True
"Dan Rather has come out of retirement as a newsman to ""topple"" the Trump administration?";mixture
"The senate voted 51-48 to repeal the Affordable Care Act on 12 January 2017.";MOSTLY FALSE
"People are being victimized by scammers who call and ask ""Can you hear me?"" and record the ""yes"" response in order to use it to authorize fake charges.";unproven
"Donald Trump doctored a White House photograph to make his hands appear larger.";FALSE
"The Chili's restaurant chain donates 15 percent of every sale to Planned Parenthood.";mostly false
"Rachel Maddow tweeted that Donald Trump needs to be ""taken out"" before he destroys America.";FALSE
"Donald Trump hung a photograph of the Women's March at the White House believing that it showed his inauguration.";MOSTLY FALSE
"Demonstrators at the Women's March on Washington carried signs that said ""babies are useless.""";false
"NASA is lying about the path of a recently discovered asteroid, and it will actually cause widespread destruction when it hits Earth in February 2017.";False
"John Wayne said that he believed in white supremacy during an interview with ""Playboy"" magazine.";TRUE
"Farmers feed their cattle candy, such as Skittles.";TRUE
"A video investigation showed that Planned Parenthood lies about providing prenatal care.";MOSTLY FALSE
"Kellyanne Conway punched a man while breaking up a fight at an inauguration ball.";unproven
"President Trump ordered the execution of several turkeys pardoned by President Obama.";false
"A Gucci ensemble worn by Trump counselor Kellyanne Conway to the inauguration closely resembled a 1970s 'Simplicity' pattern.";false
"President Trump disparaged Navajos on Twitter on 20 January 2017.";false
"";
"Female lawmakers unveiled a bill prohibiting the disposal of ""unused semen.""";false
"President Obama defied Congress and ""quietly"" sent $221 million in aid to the Palestinian Authority.";mixture
"When Winston Churchill was asked to cut arts funding to support the war effort, he replied: “Then what are we fighting for?”";FALSE
"President Donald Trump posited that Canadian women were the second biggest threat to America following ISIS.";false
"Placing a raw, cut onion in contact with your foot overnight “purifies your blood”, removes “toxins”, and heals your body.";False
"A Saturday Night Live writer was suspended for tweeting about Trump's youngest child.";true
"Vice President Mike Pence claimed that ""well over half"" of the people at the Womens' March on Washington supported President Donald Trump.";False
"President Obama promoted former Taliban captive Bowe Bergdahl to staff sergeant.";FALSE
"The FBI raided the CDC in the middle of the night to seize data on a link between vaccines and autism.";false
"President Trump's administration shut down the White House phone comment line.";mostly false
"President Trump tweeted that drug testing would soon be mandatory for all recipients of government assistance.";false
"Images depict scantily clad women taking part in a January 2017 Women's March event.";false
"The 'Dr. Phil Show' guest known as the ""Cash Me Outside"" girl committed suicide.";false
"Lawmakers are creating harsher criminal penalties for protesters";mixture
"Carl Sagan once speculated about the dangers of a future United States in which “key manufacturing industries have slipped away to other countries”, where people “have lost the ability to set their own agendas or knowledgeably question those in authority” and “no one representing the public interest can even grasp the issues”.";True
"""Snowflake"" was a Nazi term used to describe the remains of those who were incinerated during the Holocaust.";FALSE
"President Barack Obama put his hand on Melania Trump's buttocks during her husband's 20 January 2017 inauguration.";FALSE
"Former President Obama's daughters Malia and Sasha were arrested for vandalism in Hawaii.";FALSE
"";
"The Women's March on Washington is tallying attendees by asking them to text ""COUNT ME"" to 89800.";mixture
"Donald Trump's 2017 swearing-in was the most viewed presidential inauguration in history.";unproven
"One of the first acts of the Trump administration was to seek the end of U.S. participation in the United Nations.";mostly false
"Donald Trump had a bust of Marin Luther King, Jr. removed from display in the Oval Office on his first day in the White House.";False
"Mike Pence said that he was disappointed in husbands and fathers for allowing women to participaite in the Women's March.";FALSE
"Official Department of Interior Twitter accounts were temporarily deactivated after the National Park Service account was used to retweet negative information about the incoming Trump administration.";True
"Donald Trump plagiarized portions of 'Bee Movie' and 'Avatar' for his inaugural address.";FALSE
